User_SubFunctional_Area,User_Experience (Years),Relevant_Degree,Releveant_Cert,Industry,Sector,Relevant_Match_Score
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.85
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.78
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,0,0,it,software,1.0
Network / System Administration,6-12 exp,0,0,it,software,0.82
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.84
Telecom Network Design / Management,6-12 exp,0,1,it,software,0.86
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.89
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.84
Network / System Administration,6-12 exp,0,1,it,software,0.81
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.92
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,1,1,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.78
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,0,0,it,software,0.92
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.72
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.92
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.75
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.95
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.74
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.87
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.78
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,1.0
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,1,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.82
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.74
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,1,1,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.78
Network / System Administration,6-12 exp,0,0,it,software,1.0
Network / System Administration,6-12 exp,0,1,it,software,0.89
Network / System Administration,6-12 exp,0,0,it,software,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,0.77
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,1,1,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.77
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,1,1,it,software,1.0
Network / System Administration,6-12 exp,0,1,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.89
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.92
Network / System Administration,6-12 exp,0,0,it,software,0.72
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,1,1,it,software,1.0
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,1.0
Network / System Administration,6-12 exp,0,0,it,software,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,0.86
Network / System Administration,6-12 exp,1,1,it,software,1.0
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.74
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,1.0
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,1,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.72
Telecom Network Design / Management,6-12 exp,0,1,it,software,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,1.0
Network / System Administration,6-12 exp,1,1,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.78
Network / System Administration,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,1,1,it,software,1.0
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,1,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.77
Telecom Network Design / Management,6-12 exp,0,1,it,software,0.86
Network / System Administration,6-12 exp,0,1,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,1,it,software,0.72
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,1.0
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.89
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.74
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.8
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.78
Network / System Administration,6-12 exp,0,1,it,software,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.77
Network / System Administration,6-12 exp,0,0,it,software,0.92
Network / System Administration,6-12 exp,0,0,it,software,0.77
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.74
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.74
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.84
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.82
Network / System Administration,6-12 exp,0,0,it,software,0.73
Network / System Administration,6-12 exp,0,0,it,software,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,1,it,software,0.74
Network / System Administration,6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,it,software,0.71
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.88
"Embedded, VLSI",12+,0,0,it,software,0.76
"Embedded, VLSI",12+,0,0,it,software,0.76
Network / System Administration,12+,0,0,it,software,0.73
Network / System Administration,12+,0,0,it,software,0.84
Network / System Administration,12+,0,0,it,software,0.73
Network / System Administration,12+,0,0,it,software,1.0
"Embedded, VLSI",12+,0,0,it,software,0.76
"Embedded, VLSI",12+,1,0,it,software,1.0
Network / System Administration,12+,0,0,it,software,0.84
Hardware / Telecom Equipment Design,12+,0,0,it,software,0.84
Network / System Administration,12+,0,0,it,software,0.73
Network / System Administration,12+,0,1,it,software,0.86
Network / System Administration,6-12 exp,0,0,it,software,0.92
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
"Embedded, VLSI",6-12 exp,1,0,it,software,0.76
"Embedded, VLSI",6-12 exp,0,0,it,software,0.76
Network / System Administration,6-12 exp,0,0,kpo,analytics,0.76
Network / System Administration,6-12 exp,0,0,kpo,analytics,0.84
Network / System Administration,6-12 exp,0,1,legal,legal,0.8
Network / System Administration,6-12 exp,0,0,logistics,couriertransportation,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,0,logistics,couriertransportation,0.84
"Embedded, VLSI",6-12 exp,0,0,logistics,couriertransportation,0.76
Network / System Administration,6-12 exp,1,1,logistics,couriertransportation,1.0
Hardware / Telecom Equipment Design,6-12 exp,0,0,management,consultingstrategy,0.78
Telecom Network Design / Management,6-12 exp,0,0,management,consultingstrategy,0.82
Telecom Network Design / Management,6-12 exp,0,1,management,consultingstrategy,0.86
Network / System Administration,6-12 exp,0,0,management,consultingstrategy,0.78
Network / System Administration,6-12 exp,0,0,management,consultingstrategy,0.73
Network / System Administration,6-12 exp,0,0,management,consultingstrategy,0.73
Network / System Administration,6-12 exp,0,0,management,consultingstrategy,0.73
Network / System Administration,6-12 exp,0,0,management,consultingstrategy,1.0
Telecom Network Design / Management,12+,0,0,management,consultingstrategy,0.86
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,1.0
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.88
"Embedded, VLSI",6-12 exp,1,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,1.0
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.89
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,1,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.73
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,1.0
Hardware / Telecom Equipment Design,6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,1,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,1,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,1,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,1.0
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,0.73
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,0.92
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Network / System Administration,6-12 exp,1,0,manufacturing,manufacturing,0.89
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,1.0
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Network / System Administration,6-12 exp,1,0,manufacturing,manufacturing,0.89
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,manufacturing,manufacturing,1.0
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,manufacturing,manufacturing,0.74
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Network / System Administration,6-12 exp,0,1,manufacturing,manufacturing,0.84
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,0.73
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,1.0
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,0.73
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,0.73
Telecom Network Design / Management,6-12 exp,0,1,manufacturing,manufacturing,1.0
Network / System Administration,6-12 exp,0,0,manufacturing,manufacturing,0.86
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.76
Hardware / Telecom Equipment Design,12+,0,0,manufacturing,manufacturing,0.84
"Embedded, VLSI",12+,0,0,manufacturing,manufacturing,0.76
Network / System Administration,12+,0,0,manufacturing,manufacturing,1.0
Hardware / Telecom Equipment Design,12+,1,0,manufacturing,manufacturing,0.84
"Embedded, VLSI",6-12 exp,0,0,manufacturing,manufacturing,0.73
Telecom Network Design / Management,6-12 exp,0,1,media,dotcomentertainment,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,1,media,dotcomentertainment,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,media,dotcomentertainment,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,media,dotcomentertainment,0.78
Network / System Administration,6-12 exp,0,0,media,dotcomentertainment,0.82
Hardware / Telecom Equipment Design,6-12 exp,1,1,media,dotcomentertainment,0.84
Network / System Administration,6-12 exp,0,0,media,dotcomentertainment,0.84
Hardware / Telecom Equipment Design,6-12 exp,1,1,media,dotcomentertainment,0.84
Network / System Administration,6-12 exp,0,1,media,dotcomentertainment,1.0
Network / System Administration,12+,0,0,media,dotcomentertainment,0.84
Network / System Administration,12+,0,0,media,dotcomentertainment,0.84
Network / System Administration,12+,0,0,media,dotcomentertainment,1.0
Hardware / Telecom Equipment Design,12+,0,0,media,dotcomentertainment,0.84
"Embedded, VLSI",6-12 exp,1,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,1.0
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
Network / System Administration,6-12 exp,0,0,medical,healthcare,0.73
Network / System Administration,6-12 exp,0,1,medical,healthcare,0.84
Network / System Administration,6-12 exp,0,0,medical,healthcare,0.73
Network / System Administration,6-12 exp,0,0,medical,healthcare,0.79
"Embedded, VLSI",6-12 exp,1,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,1,0,medical,healthcare,0.76
Network / System Administration,6-12 exp,0,0,medical,healthcare,0.73
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
Network / System Administration,6-12 exp,0,0,medical,healthcare,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,medical,healthcare,0.71
Network / System Administration,12+,0,1,medical,healthcare,1.0
"Embedded, VLSI",12+,1,0,medical,healthcare,0.76
"Embedded, VLSI",6-12 exp,0,0,medical,healthcare,0.76
Network / System Administration,12+,0,0,merchant,navy,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,1,metal,ironsteel,0.74
Network / System Administration,6-12 exp,0,0,metal,ironsteel,0.93
Network / System Administration,6-12 exp,0,0,metal,ironsteel,0.93
Network / System Administration,6-12 exp,0,0,metal,ironsteel,0.73
Network / System Administration,12+,0,0,metal,ironsteel,0.84
Network / System Administration,12+,0,0,metal,ironsteel,1.0
Network / System Administration,12+,0,0,metal,ironsteel,1.0
Network / System Administration,12+,0,0,metal,ironsteel,1.0
"Embedded, VLSI",6-12 exp,0,0,military,policearms&ammunition,0.76
"Embedded, VLSI",6-12 exp,1,0,military,policearms&ammunition,0.76
"Embedded, VLSI",6-12 exp,1,0,military,policearms&ammunition,0.76
"Embedded, VLSI",6-12 exp,0,0,military,policearms&ammunition,0.76
Network / System Administration,6-12 exp,0,0,ngo,socialwork,0.73
Telecom Network Design / Management,6-12 exp,1,0,oil,&gaspetroleum,0.76
"Embedded, VLSI",6-12 exp,0,0,oil,&gaspetroleum,0.76
Network / System Administration,6-12 exp,0,0,oil,&gaspetroleum,0.73
"Embedded, VLSI",6-12 exp,0,0,oil,&gaspetroleum,0.76
Network / System Administration,6-12 exp,0,0,oil,&gaspetroleum,0.88
Network / System Administration,6-12 exp,0,0,pharma,biotech,0.77
"Embedded, VLSI",6-12 exp,0,0,power,energy,0.76
"Embedded, VLSI",6-12 exp,0,0,power,energy,0.76
"Embedded, VLSI",6-12 exp,1,0,power,energy,0.76
Network / System Administration,6-12 exp,0,0,printing,packaging,0.86
Network / System Administration,6-12 exp,0,0,real,estate,0.77
Network / System Administration,6-12 exp,0,0,real,estate,0.84
Network / System Administration,6-12 exp,0,1,real,estate,1.0
Network / System Administration,12+,1,0,real,estate,0.86
Network / System Administration,12+,0,0,real,estate,0.86
Network / System Administration,12+,0,0,real,estate,0.8
Telecom Network Design / Management,6-12 exp,0,0,recruitment,services,0.76
Network / System Administration,6-12 exp,0,0,recruitment,services,0.73
Network / System Administration,6-12 exp,0,1,recruitment,services,1.0
Network / System Administration,6-12 exp,0,0,recruitment,services,0.73
Network / System Administration,12+,1,1,recruitment,services,0.86
Network / System Administration,6-12 exp,0,0,retail,retail,0.92
Network / System Administration,6-12 exp,0,0,retail,retail,0.77
Network / System Administration,6-12 exp,0,0,retail,retail,0.92
